,COUNTRY,YEAR,HEALTH_EXPENDITURE_PER_CAPITA,LIFE_EXPECTANCY_AT_BIRTH,GOV_DEBT_PCT_OF_GDP,GDP_PER_CAPITA,IMPORTS_PCT_OF_GDP,GOV_ED_SPEND_PCT_GDP,CHAOS
1583,Cameroon,1975,NA,48.7463902439,NA,355.6461676017,25.5430347694,NA,67
1584,"Congo, Rep.",1975,NA,54.7929756098,NA,492.8679785471,63.7469586375,NA,70
1585,Colombia,1975,NA,62.7521463415,NA,529.0887548418,14.0703223585,NA,25
1586,Costa Rica,1975,NA,69.5440487805,NA,934.8975477268,38.5477782187,NA,8
1587,Cuba,1975,NA,72.1976097561,NA,1380.2501632885,44.1901798735,NA,1
1588,Cyprus,1975,NA,73.7104390244,NA,976.3342447693,56.6925963527,NA,42
1589,Germany,1975,NA,71.4017317073,NA,6212.7631267079,18.8679864923,NA,28
1590,Denmark,1975,NA,74.0751219512,NA,7954.9741620071,30.3772898798,NA,83
1591,Dominican Republic,1975,NA,61.062195122,NA,698.9021801056,30.0169469059,NA,61
1592,Algeria,1975,NA,52.8362439024,NA,931.1055852846,42.9655991894,NA,73
1593,Ecuador,1975,NA,60.066804878,NA,1106.5181616105,19.3341564041,NA,61
1594,"Egypt, Arab Rep.",1975,NA,54.693,NA,296.1330822987,41.2801828532,NA,65
1595,Euro area,1975,NA,72.208654155,NA,5064.8469789256,22.4080703878,NA,30
1596,Spain,1975,NA,73.3187804878,NA,3221.586395714,16.6738644263,NA,1
1597,European Union,1975,NA,71.919309363,NA,4237.9494950273,23.296531439,NA,45
1598,Finland,1975,NA,71.6736585366,NA,6260.1912785093,28.1780339698,NA,21
1599,Fiji,1975,NA,61.5321707317,NA,1186.7460540777,43.634416139,NA,42
1600,France,1975,NA,72.8536585366,NA,6672.5113881643,17.7476335362,NA,92
1601,Gabon,1975,NA,50.6918536585,NA,3320.8093600574,47.9022491349,NA,23
1602,United Kingdom,1975,NA,72.7243902439,NA,4299.7456179928,26.4442398924,NA,25
1603,Ghana,1975,NA,50.8139512195,NA,285.8294665705,18.4364944161,NA,73
1604,"Gambia, The",1975,NA,42.2103658537,NA,221.0499973591,43.6145978391,NA,72
1605,Guinea-Bissau,1975,NA,44.8393902439,NA,139.9977650856,25.9467135613,NA,44
1606,Equatorial Guinea,1975,NA,41.2270243902,NA,437.7755347063,50.8125532377,NA,39
1607,Greece,1975,NA,72.2937073171,NA,3153.2353057472,21.1813344978,NA,20
1608,Guatemala,1975,NA,55.1327560976,NA,584.4696417725,23.5332839628,NA,38
1609,Guyana,1975,NA,60.1097804878,NA,668.4865262389,74.9052631579,NA,37
1610,High income,1975,NA,71.51127922,NA,5209.6850880093,18.1250348649,NA,25
1611,"Hong Kong SAR, China",1975,NA,73.3682926829,NA,2252.1118813686,77.8075782936,NA,93
1612,Honduras,1975,NA,55.8232926829,NA,361.6781997178,39.6797153025,NA,49
1613,Heavily indebted poor countries (HIPC),1975,NA,45.7041449402,NA,232.0358452557,28.6971806408,NA,76
1614,Indonesia,1975,NA,55.6686341463,NA,233.0392882948,21.0234296765,NA,26
1615,India,1975,NA,52.4834634146,NA,161.1695681738,6.5323585184,NA,74
1616,Ireland,1975,NA,71.5462926829,NA,2976.3422767195,44.7744134455,NA,86
1617,"Iran, Islamic Rep.",1975,NA,55.2134878049,NA,1581.8925878236,35.3798874974,NA,65
1618,Iraq,1975,NA,60.9927317073,NA,1151.8181229898,42.5735349621,NA,51
1619,Iceland,1975,NA,75.5787804878,NA,6506.8667729308,40.7462262499,NA,98
1620,Israel,1975,NA,72.0451219512,NA,3770.8152436083,67.3156878046,NA,69
1621,Italy,1975,NA,72.6473170732,NA,4093.4466203666,18.7245600761,NA,69
1622,Jamaica,1975,NA,69.3562926829,NA,1420.9693422192,45.6122152597,NA,89
1623,Japan,1975,NA,75.0573170732,NA,4581.5743894816,12.566691326,NA,27
1624,Kenya,1975,NA,55.0200731707,NA,241.6792741397,34.5115818501,NA,45
1625,Kiribati,1975,NA,53.6235121951,NA,998.4197101951,27.8132946741,NA,77
1626,"Korea, Rep.",1975,NA,63.9558536585,NA,646.1749485351,33.331520754,NA,39
1627,Kuwait,1975,NA,68.0299268293,NA,11438.6291648033,26.0108968738,NA,19
1628,Liberia,1975,NA,42.7256585366,NA,354.6171198829,64.3927540039,NA,78
1629,Sri Lanka,1975,NA,66.2071707317,NA,280.9201352628,34.9587989615,NA,87
1630,Lower middle income,1975,NA,54.3936929759,NA,241.5565726185,17.7539072759,NA,25
1631,Low & middle income,1975,NA,58.318133266,NA,385.1426317806,13.4830472047,NA,77
1632,Lesotho,1975,NA,50.7622195122,NA,130.1556134513,103.9783001808,NA,59
1633,Luxembourg,1975,NA,70.7571219512,NA,8982.6959406834,78.1187601864,NA,38
1634,Morocco,1975,NA,54.4487073171,NA,501.1176610819,33.3459668781,NA,96
1635,Madagascar,1975,NA,47.1114390244,NA,301.3625216973,20.8901352312,NA,45
1636,Mexico,1975,NA,63.9201463415,NA,1445.7124320006,9.6196554011,NA,5
1637,Middle income,1975,NA,59.7473966457,NA,401.2554629429,13.3833003208,NA,20
1638,Mali,1975,NA,35.917804878,NA,128.1510715033,29.264402752,NA,33
1639,Malta,1975,NA,71.7208536585,NA,1560.1121535752,86.3323167913,NA,35
1640,Myanmar,1975,NA,52.9242195122,NA,NA,6.5766494307,NA,71
1641,Mauritania,1975,NA,51.4279268293,NA,358.1855732357,60.3977754723,NA,73
1642,Malawi,1975,NA,42.6138292683,NA,115.8545607028,45.8939022088,NA,65
1643,Malaysia,1975,NA,66.4018780488,NA,755.2765959848,45.2474977611,NA,86
1644,North America,1975,NA,72.6938424796,NA,7787.7485726907,8.7587436244,NA,22
1645,Niger,1975,NA,37.2772439024,NA,202.8012087228,30.9936541899,NA,78
1646,Nigeria,1975,NA,43.3975853659,NA,437.012086706,22.8315915173,NA,1
1647,Nicaragua,1975,NA,56.5089268293,NA,568.6706570069,36.9397294408,NA,23
1648,Netherlands,1975,NA,74.4987804878,NA,7241.8860683698,43.1001306308,NA,87
1649,Norway,1975,NA,74.8175609756,NA,8204.4515115298,41.8850269714,NA,63
1650,Nepal,1975,NA,44.7080731707,NA,118.3603705377,13.3667257663,NA,50
1651,New Zealand,1975,NA,72.2195121951,NA,4171.7697396748,30.0316122234,NA,27
1652,OECD members,1975,NA,71.0288864783,NA,4929.4295325641,16.3216117782,NA,49
1653,Oman,1975,NA,54.6929512195,NA,2377.091380187,50.6904516281,NA,54
1654,Pakistan,1975,NA,56.0366097561,NA,169.7820968469,22.3924166378,NA,39
1655,Peru,1975,NA,57.0968292683,NA,1108.1561452252,21.9416884044,NA,29
1656,Philippines,1975,NA,61.536195122,NA,360.6713345696,27.1097730431,NA,5
1657,Papua New Guinea,1975,NA,49.2705121951,NA,482.8255826103,46.164238155,NA,43
1658,Puerto Rico,1975,NA,72.9942439024,NA,2738.2431529726,73.7957869314,NA,25
1659,Portugal,1975,NA,68.3097560976,NA,2127.847009027,25.5476704708,NA,88
1660,Rwanda,1975,NA,44.9277804878,NA,131.1864002748,17.6994467324,NA,95
1661,South Asia,1975,NA,52.3659866044,NA,171.9050779413,8.96245389,NA,10
1662,Saudi Arabia,1975,NA,58.2569268293,NA,6296.3017384046,21.7328146843,NA,40
1663,Sudan,1975,NA,53.6237317073,NA,345.7019453917,22.7045373348,NA,2
1664,Senegal,1975,NA,43.5187560976,NA,456.2291094387,35.0361371076,NA,61
1665,Singapore,1975,NA,70.2197073171,NA,2489.7846193751,146.4561480186,NA,88
1666,Sierra Leone,1975,NA,38.4930731707,NA,245.6099145228,34.4712706302,NA,19
1667,El Salvador,1975,NA,57.235902439,NA,454.275766873,38.2162474675,NA,12
1668,Somalia,1975,NA,42.8633658537,NA,NA,26.8816345547,NA,31
1669,Suriname,1975,NA,64.6013414634,NA,1282.2245078602,68.9247311828,NA,72
1670,Sweden,1975,NA,74.9846341463,NA,9974.6573208796,25.8738250389,NA,13
1671,Swaziland,1975,NA,50.9796341463,NA,557.538014639,56.894934334,NA,50
1672,Syrian Arab Republic,1975,NA,62.7762439024,NA,902.5622378113,34.6315087517,NA,13
1673,Chad,1975,NA,43.295,NA,211.4531987423,25.8506115277,NA,56
1674,Togo,1975,NA,49.5024146341,NA,256.1026753517,53.6949883624,NA,35
1675,Thailand,1975,NA,61.8590731707,NA,351.5475168588,22.9749434073,NA,58
1676,Tonga,1975,NA,66.3233902439,NA,367.9439224888,70.8181814521,NA,56
1677,Trinidad and Tobago,1975,NA,66.104902439,NA,2414.9273031173,35.1974484406,NA,59
1678,Tunisia,1975,NA,56.7950243902,NA,771.4508090687,32.9160445618,NA,8
1679,Turkey,1975,NA,55.3852195122,NA,1139.0323256137,11.2317716413,NA,78
1680,Uganda,1975,NA,49.3034634146,NA,217.9311057954,10.915426634,NA,78
1681,Upper middle income,1975,NA,64.1571933298,NA,538.505022658,12.0622437428,NA,11
1682,Uruguay,1975,NA,69.1428292683,NA,1270.5620333001,20.2780937935,NA,7
1683,United States,1975,NA,72.6048780488,NA,7820.0654711469,7.266701916,NA,93
1684,"Venezuela, RB",1975,NA,66.9633414634,NA,2342.9091767277,21.9266706603,NA,24
1685,World,1975,NA,61.6266842641,NA,1435.4820183579,16.8557138699,NA,96
1686,South Africa,1975,NA,54.5767073171,NA,1494.1741700752,30.1577416782,NA,54
1687,Zimbabwe,1975,NA,56.6974634146,NA,708.4440035499,24.4336291027,NA,3
1688,Afghanistan,1976,NA,39.4107317073,NA,199.1648093033,14.8695653738,NA,96
1689,Arab World,1976,NA,56.0311575473,NA,1001.6040634126,31.909136171,NA,42
1690,Argentina,1976,NA,68.3367073171,NA,1932.5906544257,5.921496328,NA,68
1691,Australia,1976,NA,73.0146341463,NA,7469.2031907035,13.4251352977,NA,15
1692,Austria,1976,NA,71.5512195122,NA,5664.7074218718,31.2126381844,NA,73
1693,Burundi,1976,NA,45.6597317073,NA,119.7461031879,16.6528767492,NA,50
1694,Belgium,1976,NA,72.1197560976,NA,7281.8177353643,48.0550410602,NA,51
1695,Benin,1976,NA,45.5651463415,NA,208.7604350994,31.028511399,NA,69
1696,Burkina Faso,1976,NA,42.3132926829,NA,155.6489979603,27.0082432329,NA,51
1697,Bangladesh,1976,NA,50.4342439024,NA,138.7232244118,17.6361931615,NA,34
1698,Bolivia,1976,NA,48.920195122,NA,533.6275534809,29.8853097734,NA,92
1699,Brazil,1976,NA,61.2354390244,NA,NA,9.4326178226,NA,24
1700,Brunei Darussalam,1976,NA,69.541,NA,8506.9095882165,18.2588663576,NA,29
1701,Botswana,1976,NA,58.4625121951,NA,435.6979990093,66.3214837713,NA,100
1702,Central African Republic,1976,NA,46.6555853659,NA,218.8411691698,29.3266108058,NA,97
1703,Canada,1976,NA,73.856097561,NA,8783.7215920411,22.4085931572,NA,13
1704,Chile,1976,NA,66.0655609756,NA,931.3423203527,20.7958583381,NA,28
1705,China,1976,NA,65.9944390244,NA,165.4055403724,4.3924312939,NA,25
1706,Cote d'Ivoire,1976,NA,48.4248780488,NA,674.0674001477,36.2477536015,NA,84
1707,Cameroon,1976,NA,49.2738292683,NA,386.5308664203,27.3646191929,NA,87
1708,"Congo, Rep.",1976,NA,55.069,NA,470.579988692,66.5557404326,NA,14
1709,Colombia,1976,NA,63.2321219512,NA,605.8189812838,13.9027183572,NA,21
1710,Costa Rica,1976,NA,70.1474878049,NA,1121.3406444943,34.9107155294,NA,93
1711,Cuba,1976,NA,72.5988536585,NA,1444.8022512375,44.1914456788,NA,34
1712,Cyprus,1976,NA,73.9304146341,NA,1157.4116480794,62.6235490848,NA,80
1713,Germany,1976,NA,71.6341463415,NA,6609.7533922826,20.3759494844,NA,64
1714,Denmark,1976,NA,73.7397560976,NA,8753.2497631032,32.6745149093,NA,45
1715,Dominican Republic,1976,NA,61.4810487805,NA,748.2681645917,28.190009318,NA,19
1716,Algeria,1976,NA,53.6305121951,NA,1031.3033739179,37.1186729568,NA,6
1717,Ecuador,1976,NA,60.5901219512,NA,1266.3907250224,17.9782683284,NA,59
1718,"Egypt, Arab Rep.",1976,NA,55.4418292683,NA,338.4233974436,33.997325197,NA,56
1719,Euro area,1976,NA,72.477982401,NA,5261.0680535127,24.1228069359,NA,42
1720,Spain,1976,NA,73.6426829268,NA,3288.4573953182,17.4726023063,NA,60
1721,European Union,1976,NA,72.1241759901,NA,4368.4997960955,25.038297021,NA,14
1722,Finland,1976,NA,71.8129268293,NA,6744.6969819958,25.7019590498,NA,2
1723,Fiji,1976,NA,61.8329756098,NA,1182.1705902898,42.4378872997,NA,39
1724,France,1976,NA,73.1024390244,NA,6846.3521968113,20.1524444883,NA,91
1725,Gabon,1976,NA,51.5083414634,NA,4533.7870584041,46.0992907801,NA,57
1726,United Kingdom,1976,NA,72.7756097561,NA,4138.1677876154,28.4207807648,NA,9
1727,Ghana,1976,NA,51.1154634146,NA,275.8779229477,16.0435182348,NA,28
1728,"Gambia, The",1976,NA,43.0532682927,NA,209.1491165917,46.3548873228,NA,75
1729,Guinea-Bissau,1976,NA,45.0208292683,NA,141.9094789169,27.9353392566,NA,7
1730,Equatorial Guinea,1976,NA,41.5388536585,NA,453.6417186584,52.4867694349,NA,99
1731,Greece,1976,NA,72.5195609756,NA,3390.545483593,20.8300134343,NA,20
1732,Guatemala,1976,NA,55.5788292683,NA,681.2235400308,27.5834408823,NA,14
1733,Guyana,1976,NA,60.226,NA,605.1067365461,91.0043130006,NA,51
1734,High income,1976,NA,71.7063274268,NA,5629.5752487458,19.0324182601,NA,88
1735,"Hong Kong SAR, China",1976,NA,72.8195121951,NA,2850.0146101832,78.7621128634,NA,28
1736,Honduras,1976,NA,56.554902439,NA,420.6081626069,38.1676572021,NA,99
1737,Heavily indebted poor countries (HIPC),1976,NA,46.0757203808,NA,246.9049156064,27.4141099436,NA,70
1738,Indonesia,1976,NA,56.2813902439,NA,278.1058379445,21.523950711,NA,64
1739,India,1976,NA,53.1736341463,NA,164.2900545412,6.0093054212,NA,15
1740,Ireland,1976,NA,71.7128780488,NA,2922.4721963485,49.7724622985,NA,53
1741,"Iran, Islamic Rep.",1976,NA,55.7359268293,NA,2017.0968058062,28.2300761866,NA,52
1742,Iraq,1976,NA,61.2300243902,NA,1471.2080473578,35.912645432,NA,8
1743,Iceland,1976,NA,76.972195122,NA,7645.1820897943,33.424591546,NA,2
1744,Israel,1976,NA,72.956097561,NA,3498.4078686669,68.9327359702,NA,12
1745,Italy,1976,NA,72.9919512195,NA,4019.7958778303,21.2113016226,NA,31
1746,Jamaica,1976,NA,69.5705609756,NA,1455.5562354605,37.8912638292,NA,73
1747,Jordan,1976,NA,64.117902439,NA,837.9791123787,79.7637934074,NA,32
1748,Japan,1976,NA,75.4568292683,NA,5111.2951492206,12.5668037181,NA,99
1749,Kenya,1976,NA,55.5691463415,NA,248.2529898988,31.755637727,NA,2
1750,Kiribati,1976,NA,54.068097561,NA,734.3625848463,35.7015457788,NA,35
1751,"Korea, Rep.",1976,NA,64.3017073171,NA,874.6398130418,30.1714594481,NA,97
1752,Kuwait,1976,NA,68.3673902439,NA,11772.3931198511,32.5546266635,NA,28
1753,Liberia,1976,NA,43.4679268293,NA,356.0083555288,74.7810075054,NA,22
1754,Sri Lanka,1976,NA,66.592195122,NA,261.8152553264,31.3809886435,NA,37
1755,Lower middle income,1976,NA,54.9803958549,NA,255.475189407,17.3452410867,NA,63
1756,Low & middle income,1976,NA,58.7592330359,NA,402.8761177086,12.7007608676,NA,77
1757,Lesotho,1976,NA,51.2831463415,NA,125.3456939547,138.6292834891,NA,37
1758,Luxembourg,1976,NA,70.9985121951,NA,9797.6083145948,72.9302136421,NA,49
1759,Morocco,1976,NA,54.9306829268,NA,522.3639500981,36.7293889886,NA,77
1760,Madagascar,1976,NA,47.537804878,NA,279.7364537916,17.5247008031,NA,36
1761,Mexico,1976,NA,64.4686097561,NA,1421.6511002997,9.8674710422,NA,70
1762,Middle income,1976,NA,60.1815020084,NA,420.4218905948,12.6074698852,NA,51
1763,Mali,1976,NA,36.6330731707,NA,142.3759357981,21.0311511763,NA,19
1764,Malta,1976,NA,71.9687804878,NA,1726.559448453,86.4914119291,NA,30
1765,Myanmar,1976,NA,53.3290731707,NA,NA,6.5665216039,NA,47
1766,Mauritania,1976,NA,51.9395365854,NA,383.4400368084,77.894956847,NA,88
1767,Mauritius,1976,NA,64.8556341463,NA,779.9071318969,57.411865483,NA,27
1768,Malawi,1976,NA,42.9518292683,NA,122.8834165376,38.8725490196,NA,1
1769,Malaysia,1976,NA,66.7544634146,NA,877.0181330316,41.5130037387,NA,66
1770,North America,1976,NA,72.9534592166,NA,8627.8781935299,9.353105566,NA,46
1771,Niger,1976,NA,37.6010243902,NA,200.0646135247,34.3378208256,NA,42
1772,Nigeria,1976,NA,43.8592682927,NA,554.952795751,23.9222827265,NA,49
1773,Nicaragua,1976,NA,56.9578536585,NA,640.6974420643,31.8420421352,NA,75
1774,Netherlands,1976,NA,74.6470731707,NA,7824.532710866,44.3663587048,NA,13
1775,Norway,1976,NA,75.0395121951,NA,8927.2016273448,44.3281884978,NA,31
1776,Nepal,1976,NA,45.246,NA,106.7549576196,14.1773020247,NA,92
1777,New Zealand,1976,NA,72.4219512195,NA,4373.8409979123,29.2609567459,NA,20
1778,OECD members,1976,NA,71.3072756156,NA,5294.1418967871,17.0992173441,NA,92
1779,Oman,1976,NA,55.7225365854,NA,2760.5266057847,45.9685740133,NA,100
1780,Pakistan,1976,NA,56.5119512195,NA,193.8212922487,19.374013713,NA,81
1781,Peru,1976,NA,57.7047560976,NA,1019.6811628599,20.2261319143,NA,6
1782,Philippines,1976,NA,61.5995853659,NA,402.6633185024,25.2486027152,NA,69
1783,Papua New Guinea,1976,NA,49.9388536585,NA,523.4037990736,40.7809144653,NA,98
1784,Puerto Rico,1976,NA,73.2005609756,NA,2946.4619525115,70.3119773432,NA,63
1785,Portugal,1976,NA,68.8609756098,NA,2173.4981304416,24.0528105525,NA,29
1786,Rwanda,1976,NA,45.2981463415,NA,141.7319660115,19.3955073032,NA,51
1787,South Asia,1976,NA,53.089357023,NA,164.1105577344,8.7582379715,NA,94
1788,Saudi Arabia,1976,NA,59.3193658537,NA,8158.4726807617,24.2515712136,NA,28
1789,Sudan,1976,NA,53.7941463415,NA,417.222343741,19.1422294393,NA,64
1790,Senegal,1976,NA,44.6403170732,NA,450.5025201787,37.09169193,NA,100
1791,Singapore,1976,NA,70.5939756098,NA,2758.6645487685,156.4348515855,NA,18
1792,Sierra Leone,1976,NA,39.0680243902,NA,210.5954355201,28.9264568625,NA,98
1793,El Salvador,1976,NA,57.1833170732,NA,549.2256449028,36.8168761138,NA,99
1794,Somalia,1976,NA,43.2468780488,NA,NA,23.8439072387,NA,42
1795,Suriname,1976,NA,64.8436829268,NA,1398.8510327423,61.3254203759,NA,20
1796,Sweden,1976,NA,74.9692682927,NA,10715.0380863788,26.7682762956,NA,61
1797,Swaziland,1976,NA,51.5992682927,NA,511.0772496101,67.5949367089,NA,11
1798,Seychelles,1976,NA,NA,NA,811.7913077727,79.4923344138,NA,76
1799,Syrian Arab Republic,1976,NA,63.4267073171,NA,975.8289011765,34.9650233378,NA,49
1800,Chad,1976,NA,43.588097561,NA,207.5318556958,26.3842254853,NA,57
1801,Togo,1976,NA,50.0774878049,NA,251.323165379,46.5271509666,NA,59
1802,Thailand,1976,NA,62.3085609756,NA,391.4829657363,22.7050501184,NA,54
1803,Tonga,1976,NA,66.5711463415,NA,336.5123233995,56.6305108467,NA,31
1804,Trinidad and Tobago,1976,NA,66.3374878049,NA,2437.8671032577,40.1379206939,NA,24
1805,Tunisia,1976,NA,57.8705365854,NA,785.0336081652,34.0144852561,NA,37
1806,Turkey,1976,NA,56.0497560976,NA,1278.7841526314,10.6656948494,NA,69
1807,Uganda,1976,NA,49.3383414634,NA,219.6903132308,9.6065051281,NA,90
1808,Upper middle income,1976,NA,64.4893250414,NA,562.4469616073,11.1794403691,NA,5
1809,Uruguay,1976,NA,69.3213170732,NA,1291.5791149051,20.0787726657,NA,20
1810,United States,1976,NA,72.856097561,NA,8611.4018391543,8.0500131286,NA,71
1811,"Venezuela, RB",1976,NA,67.2626585366,NA,2633.8633996078,25.062186466,NA,55
1812,World,1976,NA,61.9740869706,NA,1531.1242136205,17.298410418,NA,85
1813,South Africa,1976,NA,54.9744634146,NA,1403.8961960787,28.9613576245,NA,27
1814,Zimbabwe,1976,NA,57.1557073171,NA,677.5026372946,19.5970981657,NA,53
1815,Afghanistan,1977,NA,39.8477073171,NA,226.1964266055,14.8231754694,NA,15
1816,Arab World,1977,NA,56.6507627791,NA,1120.0872612557,36.3509515686,NA,18
1817,Argentina,1977,NA,68.6294390244,NA,2112.5010033407,7.3263941553,NA,81
1818,Antigua and Barbuda,1977,NA,67.7307560976,NA,941.9199470892,52.6289265916,NA,57
1819,Australia,1977,NA,73.3443902439,NA,7757.7155740187,14.6963524791,NA,42
1820,Austria,1977,NA,71.8953658537,NA,6794.220945406,32.3743411381,NA,79
1821,Burundi,1977,NA,46.105902439,NA,143.1284395793,17.2914189236,NA,4
1822,Belgium,1977,NA,72.773902439,NA,8472.0544682791,47.9643275452,NA,58
1823,Benin,1977,NA,46.0100487805,NA,218.529278695,34.7807829045,NA,81
1824,Burkina Faso,1977,NA,43.1302439024,NA,176.7833124123,30.4432668926,NA,10
1825,Bangladesh,1977,NA,51.8248536585,NA,128.9425130219,12.3814462329,NA,19
1826,"Bahamas, The",1977,NA,67.7281219512,NA,3617.1227386642,66.1430575035,NA,79
1827,Bolivia,1977,NA,49.6529268293,NA,616.6670740015,29.6464904538,NA,80
1828,Brazil,1977,NA,61.6203902439,NA,NA,7.9177476366,NA,51
1829,Brunei Darussalam,1977,NA,69.8857073171,NA,9968.1357273435,16.0878205735,NA,47
1830,Botswana,1977,NA,59.0665121951,NA,508.7052495458,69.3096646943,NA,58
1831,Central African Republic,1977,NA,47.3153902439,NA,240.6061612495,34.3249061268,NA,7
1832,Canada,1977,NA,74.2156097561,NA,8892.7616798895,22.8937392368,NA,23
1833,Chile,1977,NA,66.823804878,NA,1243.1358371871,22.4228177509,NA,31
1834,China,1977,NA,66.2640487805,NA,185.4228329137,4.1475373997,NA,58
1835,Cote d'Ivoire,1977,NA,49.0616585366,NA,865.6456337826,36.3305621868,NA,8
1836,Cameroon,1977,NA,49.7903658537,NA,411.1424581571,27.8057560933,NA,32
1837,"Congo, Rep.",1977,NA,55.3474146341,NA,463.4536207458,65.2659574468,NA,28
1838,Colombia,1977,NA,63.7582682927,NA,751.6258412478,13.2676194121,NA,99
1839,Costa Rica,1977,NA,70.7600731707,NA,1391.6698091908,36.3347745471,NA,88
1840,Cuba,1977,NA,72.9662682927,NA,1474.4820877577,44.1847040613,NA,100
1841,Cyprus,1977,NA,74.1448780488,NA,1476.2715427397,67.7617510246,NA,82
1842,Germany,1977,NA,71.8836829268,NA,7653.8847114461,20.2008551366,NA,40
1843,Dominica,1977,NA,NA,NA,495.4348853764,60.9979633401,NA,77
1844,Denmark,1977,NA,74.6324390244,NA,9760.6773724208,31.801520893,NA,47
1845,Dominican Republic,1977,NA,61.878902439,NA,847.6003198157,24.1786739256,NA,95
1846,Algeria,1977,NA,54.5782682927,NA,1185.5106235703,41.7403173006,NA,42
1847,Ecuador,1977,NA,61.140804878,NA,1495.252943458,18.139333409,NA,47
1848,"Egypt, Arab Rep.",1977,NA,56.2006341463,NA,362.4783077339,33.1975059923,NA,71
1849,Euro area,1977,NA,72.8418891906,NA,5959.3689421635,23.9045703768,NA,37
1850,Spain,1977,NA,74.1319512195,NA,3631.8215519316,15.8771884537,NA,69
1851,European Union,1977,NA,72.4080141439,NA,4926.2729492025,24.8144013277,NA,90
1852,Finland,1977,NA,72.3502439024,NA,7074.356529805,25.519728775,NA,73
1853,Fiji,1977,NA,62.1295853659,NA,1202.7137742022,46.6747826124,NA,69
1854,France,1977,NA,73.3512195122,NA,7513.3449729884,20.287104354,NA,73
1855,Gabon,1977,NA,52.3323170732,NA,4138.784645201,51.2605042017,NA,16
1856,United Kingdom,1977,NA,73.2243902439,NA,4681.4399317304,28.2585675923,NA,15
1857,Ghana,1977,NA,51.4098292683,NA,312.9993439014,11.547075159,NA,25
1858,"Gambia, The",1977,NA,43.8886829268,NA,250.2509742242,47.5171174745,NA,38
1859,Guinea-Bissau,1977,NA,45.213804878,NA,142.7360883723,32.6021772183,NA,18
1860,Equatorial Guinea,1977,NA,41.8625609756,NA,471.9154810296,52.6730893393,NA,62
1861,Greece,1977,NA,72.7616585366,NA,3886.3742527092,20.6813556455,NA,95
1862,Grenada,1977,NA,65.6185609756,NA,591.2406690789,61.1238452455,NA,76
1863,Guatemala,1977,NA,55.9917560976,NA,832.9394760559,26.2567292672,NA,66
1864,Guyana,1977,NA,60.3397073171,NA,590.0491182971,78.767671379,NA,71
1865,High income,1977,NA,71.9988975851,NA,6322.373685285,19.1785921111,NA,66
1866,"Hong Kong SAR, China",1977,NA,73.3195121951,NA,3429.4202760725,76.828502811,NA,13
1867,Honduras,1977,NA,57.3030487805,NA,504.8400387301,39.2632566416,NA,82
1868,Heavily indebted poor countries (HIPC),1977,NA,46.4299741839,NA,279.5478009782,27.0600217196,NA,5
